LOC_ID                          OBSERVED            EXPECTED            ODE                 REL_RISK            
48173                           2                   6.65                0.30                0.30                
48175                           0                   36.14               0                   0                   
48177                           37                  98.34               0.38                0.38                
48179                           55                  103.29              0.53                0.53                
48181                           201                 642.84              0.31                0.31                
48183                           108                 584.94              0.18                0.18                
48185                           41                  136.30              0.30                0.30                
48187                           46                  787.41              0.058               0.058               
48189                           31                  157.66              0.20                0.20                
48191                           1                   13.99               0.071               0.071               
48193                           7                   39.93               0.18                0.18                
48195                           15                  25.48               0.59                0.59                
48197                           1                   18.56               0.054               0.054               
48199                           49                  271.85              0.18                0.18                
48201                           15778               22243.92            0.71                0.71                
48203                           47                  314.09              0.15                0.15                
48205                           7                   26.32               0.27                0.27                
48207                           0                   26.70               0                   0                   
48209                           101                 1086.36             0.093               0.093               
48211                           1                   18.02               0.055               0.055               
48213                           38                  390.47              0.097               0.097               
48215                           484                 4099.75             0.12                0.12                
48217                           10                  172.96              0.058               0.058               
48219                           16                  108.64              0.15                0.15                
48221                           17                  290.92              0.058               0.058               
48223                           6                   175.01              0.034               0.034               
48225                           42                  108.39              0.39                0.39                
48227                           8                   173.03              0.046               0.046               
48229                           1                   23.06               0.043               0.043               
48231                           45                  465.30              0.097               0.097               
48233                           30                  98.81               0.30                0.30                
48235                           0                   7.25                0                   0                   
48237                           3                   42.17               0.071               0.071               
48239                           14                  69.66               0.20                0.20                
48241                           2                   167.67              0.012               0.012               
48243                           1                   10.73               0.093               0.093               
48245                           70                  1187.23             0.059               0.059               
48247                           1                   24.54               0.041               0.041               
48249                           8                   191.05              0.042               0.042               
48251                           83                  829.75              0.10                0.100               
48253                           96                  94.78               1.01                1.01                
48255                           2                   73.63               0.027               0.027               
48257                           121                 642.56              0.19                0.19                
48259                           24                  223.84              0.11                0.11                
48261                           0                   1.91                0                   0                   
48263                           0                   3.60                0                   0                   
48265                           5                   248.24              0.020               0.020               
48267                           1                   20.47               0.049               0.049               
48269                           1                   1.28                0.78                0.78                
48271                           0                   17.31               0                   0                   
48273                           10                  144.79              0.069               0.069               
48275                           1                   17.29               0.058               0.058               
48277                           5                   235.30              0.021               0.021               
48279                           9                   60.85               0.15                0.15                
48281                           4                   101.13              0.040               0.040               
48283                           3                   35.49               0.085               0.085               
48285                           8                   95.11               0.084               0.084               
48287                           1                   81.36               0.012               0.012               
48289                           5                   82.14               0.061               0.061               
48291                           62                  416.34              0.15                0.15                
48293                           7                   110.61              0.063               0.063               
48295                           2                   15.26               0.13                0.13                
48297                           5                   57.61               0.087               0.087               
48299                           3                   102.86              0.029               0.029               
48301                           0                   0.80                0                   0                   
48303                           211                 1465.69             0.14                0.14                
48305                           3                   28.08               0.11                0.11                
48307                           5                   37.68               0.13                0.13                
48309                           59                  1211.10             0.049               0.049               
48311                           0                   3.51                0                   0                   
48313                           8                   67.41               0.12                0.12                
48315                           8                   46.50               0.17                0.17                
48317                           2                   27.24               0.073               0.073               
48319                           33                  20.17               1.64                1.64                
48321                           47                  172.93              0.27                0.27                
48323                           13                  277.13              0.047               0.047               
48325                           40                  243.44              0.16                0.16                
48327                           0                   10.09               0                   0                   
48329                           90                  834.54              0.11                0.11                
48331                           20                  117.15              0.17                0.17                
48333                           1                   23.00               0.043               0.043               
48335                           1                   40.33               0.025               0.025               
48337                           4                   93.53               0.043               0.043               
48339                           646                 2866.51             0.23                0.23                
48341                           489                 98.82               4.95                4.95                
48343                           5                   58.46               0.086               0.086               
48345                           0                   5.66                0                   0                   
48347                           139                 307.72              0.45                0.45                
48349                           37                  236.50              0.16                0.16                
48351                           1                   64.16               0.016               0.016               
48353                           3                   69.44               0.043               0.043               
48355                           222                 1709.80             0.13                0.13                
48357                           43                  46.42               0.93                0.93                
48359                           3                   9.97                0.30                0.30                
48361                           37                  393.58              0.094               0.094               
48363                           6                   137.75              0.044               0.044               
48365                           61                  109.46              0.56                0.56                
48367                           33                  674.29              0.049               0.049               
48369                           23                  45.33               0.51                0.51                
48371                           25                  74.67               0.33                0.33                
48373                           10                  242.35              0.041               0.041               
48375                           1987                554.13              3.59                3.59                
48377                           0                   31.64               0                   0                   
48379                           1                   59.06               0.017               0.017               
48381                           545                 649.92              0.84                0.84                
48383                           0                   18.16               0                   0                   
48385                           0                   16.29               0                   0                   
48387                           4                   56.74               0.070               0.070               
48389                           9                   75.40               0.12                0.12                
48391                           2                   32.79               0.061               0.061               
48393                           1                   4.03                0.25                0.25                
48395                           5                   80.58               0.062               0.062               
48397                           95                  495.13              0.19                0.19                
48399                           2                   48.44               0.041               0.041               
48401                           24                  256.76              0.093               0.093               
48403                           0                   49.75               0                   0                   
48405                           16                  38.87               0.41                0.41                
48407                           11                  136.20              0.081               0.081               
48409                           38                  314.92              0.12                0.12                
48411                           1                   28.58               0.035               0.035               
48413                           0                   13.18               0                   0                   
48415                           1                   78.83               0.013               0.013               
48417                           0                   15.41               0                   0                   
48419                           101                 119.28              0.85                0.85                
48421                           24                  14.26               1.68                1.68                
48423                           167                 1098.44             0.15                0.15                
48425                           0                   43.08               0                   0                   
48427                           18                  305.03              0.059               0.059               
48429                           1                   44.20               0.023               0.023               
48431                           0                   6.09                0                   0                   
48433                           0                   6.37                0                   0                   
48435                           0                   17.82               0                   0                   
48437                           9                   34.91               0.26                0.26                
48439                           4198                9922.55             0.42                0.42                
48441                           137                 651.43              0.21                0.21                
48443                           0                   3.66                0                   0                   
48445                           9                   58.22               0.15                0.15                
48447                           0                   7.08                0                   0                   
48449                           18                  154.56              0.12                0.12                
48451                           20                  562.55              0.036               0.036               
48453                           294                 6012.26             0.049               0.049               
48455                           8                   69.14               0.12                0.12                
48457                           3                   102.28              0.029               0.029               
48459                           15                  197.05              0.076               0.076               
48461                           0                   17.26               0                   0                   
48463                           2                   126.20              0.016               0.016               
48465                           6                   231.37              0.026               0.026               
48467                           22                  267.07              0.082               0.082               
48469                           157                 434.58              0.36                0.36                
48471                           477                 344.38              1.39                1.39                
48473                           27                  260.73              0.10                0.10                
48475                           1                   56.62               0.018               0.018               
48477                           47                  169.34              0.28                0.28                
48479                           482                 1305.62             0.37                0.37                
48481                           30                  196.12              0.15                0.15                
48483                           6                   23.86               0.25                0.25                
48485                           72                  624.04              0.12                0.12                
48487                           7                   60.26               0.12                0.12                
48489                           7                   100.80              0.069               0.069               
48491                           594                 2787.03             0.21                0.21                
48493                           29                  241.02              0.12                0.12                
48495                           5                   37.80               0.13                0.13                
48497                           17                  330.28              0.051               0.051               
48499                           12                  214.92              0.056               0.056               
48501                           3                   41.12               0.073               0.073               
48503                           2                   85.00               0.024               0.024               
48505                           4                   66.92               0.060               0.060               
48507                           5                   55.88               0.089               0.089               
49001                           1                   31.67               0.032               0.032               
49003                           0                   264.50              0                   0                   
49005                           46                  605.44              0.076               0.076               
49007                           2                   96.57               0.021               0.021               
49009                           0                   4.48                0                   0                   
49011                           387                 1677.64             0.23                0.23                
49013                           3                   94.09               0.032               0.032               
49015                           3                   47.25               0.063               0.063               
49017                           2                   23.84               0.084               0.084               
49019                           5                   46.03               0.11                0.11                
49021                           17                  258.81              0.066               0.066               
49023                           0                   56.71               0                   0                   
49025                           3                   37.22               0.081               0.081               
49027                           0                   62.24               0                   0                   
49029                           0                   57.22               0                   0                   
49031                           0                   6.98                0                   0                   
49033                           0                   11.72               0                   0                   
49035                           4123                5476.54             0.75                0.75                
49037                           246                 72.24               3.41                3.41                
49039                           0                   146.01              0                   0                   
49041                           0                   102.03              0                   0                   
49043                           406                 198.90              2.04                2.04                
49045                           108                 341.02              0.32                0.32                
49047                           6                   168.64              0.036               0.036               
49049                           1569                3002.63             0.52                0.52                
49051                           218                 160.89              1.35                1.36                
49053                           83                  837.95              0.099               0.099               
49055                           0                   12.79               0                   0                   
49057                           0                   1228.04             0                   0                   
50001                           62                  173.56              0.36                0.36                
50003                           63                  167.40              0.38                0.38                
50005                           14                  141.55              0.099               0.099               
50007                           439                 772.91              0.57                0.57                
50009                           2                   29.09               0.069               0.069               
5001                            3                   82.52               0.036               0.036               
50011                           102                 233.15              0.44                0.44                
50013                           4                   34.14               0.12                0.12                
50015                           29                  119.69              0.24                0.24                
50017                           9                   136.35              0.066               0.066               
50019                           9                   127.60              0.071               0.071               
50021                           83                  274.63              0.30                0.30                
50023                           39                  275.65              0.14                0.14                
50025                           78                  199.26              0.39                0.39                
50027                           50                  259.86              0.19                0.19                
5003                            20                  92.77               0.22                0.22                
5005                            6                   197.89              0.030               0.030               
5007                            167                 1317.37             0.13                0.13                
5009                            6                   176.66              0.034               0.034               
5011                            16                  50.79               0.31                0.31                
5013                            0                   24.49               0                   0                   
5015                            7                   133.94              0.052               0.052               
5017                            11                  47.75               0.23                0.23                
5019                            40                  105.34              0.38                0.38                
5021                            5                   68.67               0.073               0.073               
5023                            75                  117.60              0.64                0.64                
5025                            17                  37.55               0.45                0.45                
5027                            20                  110.70              0.18                0.18                
5029                            14                  98.38               0.14                0.14                
5031                            153                 520.70              0.29                0.29                
5033                            13                  298.53              0.044               0.044               
5035                            251                 226.32              1.11                1.11                
5037                            40                  77.49               0.52                0.52                
5039                            1                   33.08               0.030               0.030               
5041                            19                  53.62               0.35                0.35                
5043                            20                  85.98               0.23                0.23                
5045                            97                  594.67              0.16                0.16                
5047                            3                   83.60               0.036               0.036               
5049                            4                   58.88               0.068               0.068               
5051                            132                 469.04              0.28                0.28                
5053                            16                  86.20               0.19                0.19                
5055                            30                  213.91              0.14                0.14                
5057                            12                  101.62              0.12                0.12                
5059                            29                  159.38              0.18                0.18                
5061                            15                  62.31               0.24                0.24                
5063                            27                  178.51              0.15                0.15                
5065                            14                  64.32               0.22                0.22                
5067                            1                   78.90               0.013               0.013               
5069                            499                 315.37              1.58                1.58                
5071                            39                  125.43              0.31                0.31                
5073                            10                  31.26               0.32                0.32                
5075                            79                  77.43               1.02                1.02                
5077                            12                  41.80               0.29                0.29                
5079                            967                 61.47               15.73               15.74               
5081                            1                   57.85               0.017               0.017               
5083                            5                   101.31              0.049               0.049               
5085                            53                  345.97              0.15                0.15                
5087                            2                   78.23               0.026               0.026               
5089                            1                   78.79               0.013               0.013               
5091                            42                  204.15              0.21                0.21                
5093                            66                  191.85              0.34                0.34                
5095                            5                   31.62               0.16                0.16                
5097                            1                   42.41               0.024               0.024               
5099                            4                   38.94               0.10                0.10                
51001                           711                 152.51              4.66                4.66                
51003                           142                 515.97              0.28                0.28                
51005                           10                  70.13               0.14                0.14                
51007                           22                  62.04               0.35                0.35                
51009                           26                  149.16              0.17                0.17                
5101                            3                   36.59               0.082               0.082               
51011                           25                  75.09               0.33                0.33                
51013                           1728                1117.75             1.55                1.55                
51015                           88                  356.59              0.25                0.25                
51017                           0                   19.57               0                   0                   
51019                           42                  372.82              0.11                0.11                
51021                           0                   29.64               0                   0                   
51023                           34                  157.72              0.22                0.22                
51025                           22                  76.60               0.29                0.29                
51027                           18                  99.13               0.18                0.18                
51029                           419                 80.93               5.18                5.18                
5103                            11                  110.35              0.100               0.100               
51031                           15                  259.02              0.058               0.058               
51033                           46                  145.00              0.32                0.32                
51035                           64                  140.59              0.46                0.46                
51036                           24                  32.86               0.73                0.73                
51037                           17                  56.07               0.30                0.30                
51041                           1100                1665.00             0.66                0.66                
51043                           20                  68.99               0.29                0.29                
51045                           4                   24.22               0.17                0.17                
51047                           494                 248.26              1.99                1.99                
51049                           27                  46.87               0.58                0.58                
5105                            12                  49.34               0.24                0.24                
51051                           0                   67.57               0                   0                   
51053                           47                  134.71              0.35                0.35                
51057                           35                  51.69               0.68                0.68                
51059                           8163                5415.64             1.51                1.51                
51061                           252                 336.12              0.75                0.75                
51063                           5                   74.33               0.067               0.067               
51065                           84                  128.70              0.65                0.65                
51067                           30                  264.48              0.11                0.11                
51069                           235                 421.50              0.56                0.56                
5107                            7                   83.92               0.083               0.083               
51071                           8                   78.91               0.10                0.10                
51073                           30                  176.26              0.17                0.17                
51075                           89                  112.10              0.79                0.79                
51077                           22                  73.39               0.30                0.30                
51079                           21                  93.53               0.22                0.22                
51081                           55                  53.50               1.03                1.03                
51083                           30                  160.04              0.19                0.19                
51085                           239                 508.59              0.47                0.47                
51087                           1321                1561.25             0.85                0.85                
51089                           50                  238.60              0.21                0.21                
5109                            3                   50.58               0.059               0.059               
51091                           2                   10.34               0.19                0.19                
51093                           120                 175.13              0.69                0.69                
51095                           191                 361.14              0.53                0.53                
51097                           7                   33.15               0.21                0.21                
51099                           49                  126.65              0.39                0.39                
51101                           15                  80.93               0.19                0.19                
51103                           7                   50.04               0.14                0.14                
51105                           11                  110.54              0.100               0.100               
51107                           1579                1951.64             0.81                0.81                
51109                           61                  177.41              0.34                0.34                
5111                            28                  111.04              0.25                0.25                
51111                           8                   57.56               0.14                0.14                
51113                           28                  62.58               0.45                0.45                
51115                           7                   41.69               0.17                0.17                
51117                           178                 144.35              1.23                1.23                
51119                           13                  49.94               0.26                0.26                
51121                           66                  465.02              0.14                0.14                
51125                           13                  70.46               0.18                0.18                
51127                           31                  108.98              0.28                0.28                
5113                            11                  94.22               0.12                0.12                
51131                           205                 55.26               3.71                3.71                
51133                           21                  57.08               0.37                0.37                
51135                           18                  71.89               0.25                0.25                
51137                           70                  174.86              0.40                0.40                
51139                           166                 112.80              1.47                1.47                
51141                           10                  83.10               0.12                0.12                
51143                           26                  284.83              0.091               0.091               
51145                           27                  139.94              0.19                0.19                
51147                           86                  107.61              0.80                0.80                
51149                           57                  181.00              0.31                0.31                
5115                            79                  302.38              0.26                0.26                
51153                           4055                2219.69             1.83                1.83                
51155                           11                  160.59              0.068               0.068               
51157                           13                  34.78               0.37                0.37                
51159                           278                 42.58               6.53                6.53                
51161                           93                  444.50              0.21                0.21                
51163                           14                  106.53              0.13                0.13                
51165                           417                 386.74              1.08                1.08                
51167                           8                   125.47              0.064               0.064               
51169                           7                   101.78              0.069               0.069               
5117                            2                   38.05               0.053               0.053               
51171                           345                 205.84              1.68                1.68                
51173                           15                  142.07              0.11                0.11                
51175                           137                 83.21               1.65                1.65                
51177                           351                 642.85              0.55                0.55                
51179                           516                 721.51              0.72                0.72                
51181                           6                   30.31               0.20                0.20                
51183                           100                 52.66               1.90                1.90                
51185                           7                   191.58              0.037               0.037               
51187                           105                 189.55              0.55                0.55                
5119                            724                 1849.58             0.39                0.39                
51191                           53                  253.62              0.21                0.21                
51193                           46                  85.02               0.54                0.54                
51195                           25                  176.42              0.14                0.14                
51197                           16                  135.37              0.12                0.12                
51199                           64                  322.24              0.20                0.20                
5121                            24                  84.75               0.28                0.28                
5123                            365                 117.96              3.09                3.09                
5125                            85                  577.83              0.15                0.15                
5127                            1                   48.52               0.021               0.021               
5129                            6                   37.19               0.16                0.16                
5131                            18                  603.26              0.030               0.030               
5133                            49                  80.26               0.61                0.61                
5135                            43                  82.32               0.52                0.52                
5137                            8                   59.02               0.14                0.14                
5139                            122                 182.55              0.67                0.67                
5141                            29                  78.08               0.37                0.37                
5143                            154                 1128.81             0.14                0.14                
5145                            38                  371.66              0.10                0.10                
5147                            1                   29.83               0.034               0.034               
5149                            38                  100.72              0.38                0.38                
51510                           1578                752.40              2.10                2.10                
51520                           3                   79.11               0.038               0.038               
51530                           11                  30.57               0.36                0.36                
51540                           74                  223.07              0.33                0.33                
51550                           401                 1155.47             0.35                0.35                
51570                           80                  81.98               0.98                0.98                
51580                           4                   26.14               0.15                0.15                
51590                           47                  188.98              0.25                0.25                
51595                           59                  25.23               2.34                2.34                
51600                           50                  113.35              0.44                0.44                
51610                           47                  68.98               0.68                0.68                
51620                           36                  37.60               0.96                0.96                
51630                           101                 137.03              0.74                0.74                
51640                           82                  29.95               2.74                2.74                
51650                           165                 634.80              0.26                0.26                
51660                           675                 250.20              2.70                2.70                
51670                           61                  106.32              0.57                0.57                
51678                           8                   35.14               0.23                0.23                
